,1,2,3,4,5,6,7,8,9,10,11,12
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.394,0.575,0.277,0.5,0.714,0.562,0.34,0.44,0.488,0.512,0.438,0.618
2,0.322,0.483,0.268,0.422,0.659,0.484,0.21,0.359,0.432,0.452,0.329,0.488
