DRG v11.0,Description," Same-Day
Payment List","Bundled
ICU","Lower
Bound","Upper
Bound",PPSA - National,"Paediatric
Adjustment",Same Day,"Short-Stay Outlier
Base","Short-Stay Outlier
Per Diem",Inlier,"Long-Stay Outlier
Per Diem",PPSA - NSW,PPSA - Vic,PPSA - Qld,PPSA - SA,PPSA - WA,PPSA - Tas,PPSA - NT,PPSA - ACT,Unnamed: 21,Category,Adjustment,Unnamed: 24,Unnamed: 25,Private Patient Accommodation Adjustment,Same Day AA/ASA/NA,Overnight AA/ASA/NA,Same Day MH,Overnight MH,Unnamed: 31,Indigenous Status,Flag,Adj,Unnamed: 35,Patient Remoteness,Adjustment.1,Unnamed: 38,Funding ,Private Flag,Inscope Flag,Unnamed: 42,postcode,ra2021,Unnamed: 45,SA2,ra2021.1,Unnamed: 48,Caretype,Description.1,Inscope,Unnamed: 52,MDC 19/20,Age <= 17,Specialist Hospital,Code,Specialist Psych,Unnamed: 58,Funding Input,Selection,Unnamed: 61,IHPA DSS Data Set Selection,2011-12 and Earlier,Unnamed: 64,2012-13 and Later,Unnamed: 66,Adopted Private Flag,Adopted Inscope Flag,Unnamed: 69,HAC Group,Base Score,Age Group - 0-5,Age Group - 5-10,Age Group -10-15,Age Group - 15-20,Age Group - 20-25,Age Group - 25-30,Age Group - 30-35,Age Group - 35-40,Age Group - 40-45,Age Group - 45-50,Age Group - 50-55,Age Group - 55-60,Age Group - 60-65,Age Group - 65-70,Age Group - 70-75,Age Group - 75-80,Age Group - 80-85,Age Group - 85-90,Age Group - 90-95,Age Group - 95-99,Unnamed: 92,DRG v10.0,Type,MDC,Unnamed: 96,HAC Group.1,I,M,Unnamed: 100,HAC Group - MDC,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
X04B,"Other Interventions for Injuries to Lower Limb, Minor Complexity",1.0,0.0,1.0,7.0,0.135,1.0,0.5278,,,1.0817,0.2175,0.191,0.105,0.034,0.06,0.075,0.062,0.135,0.135,,,,,,,,,,,,,,,,,,,,,,,PC3097,0,,206011109.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X02A,I,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X05A,"Other Interventions for Injuries to Hand, Major Complexity",0.0,0.0,1.0,9.0,0.115,1.23,,,,1.4432,0.2767,0.245,0.14,0.011,0.071,0.027,0.062,0.115,0.115,,,,,,,,,,,,,,,,,,,,,,,PC3099,0,,206011495.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X02B,I,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X05B,"Other Interventions for Injuries to Hand, Minor Complexity",0.0,0.0,1.0,4.0,0.184,1.08,,,,0.5832,0.2203,0.288,0.141,0.027,0.071,0.018,0.062,0.184,0.184,,,,,,,,,,,,,,,,,,,,,,,PC3101,0,,206011496.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X04A,I,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X06A,"Other Interventions for Other Injuries, Major Complexity",0.0,0.0,3.0,28.0,0.084,1.22,,0.7051,1.1146,4.0489,0.2439,0.123,0.078,0.053,0.035,0.049,0.062,0.084,0.084,,,,,,,,,,,,,,,,,,,,,,,PC3102,0,,206011497.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X04B,I,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X06B,"Other Interventions for Other Injuries, Intermediate Complexity",0.0,0.0,1.0,11.0,0.1,1.0,,,,1.4297,0.2053,0.164,0.102,0.026,0.035,0.068,0.062,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,PC3103,0,,206011498.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X05A,I,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X06C,"Other Interventions for Other Injuries, Minor Complexity",0.0,0.0,1.0,5.0,0.11,1.08,,,,0.745,0.2754,0.192,0.099,0.029,0.026,0.037,0.062,0.11,0.11,,,,,,,,,,,,,,,,,,,,,,,PC3104,0,,206021110.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X05B,I,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X07A,"Skin Grafts for Injuries Excluding Hand, Major Complexity",0.0,0.0,6.0,58.0,0.097,1.0,,0.7361,1.2414,8.1843,0.292,0.147,0.065,0.041,0.06,0.075,0.062,0.097,0.097,,,,,,,,,,,,,,,,,,,,,,,PC3105,0,,206021112.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X06A,I,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X07B,"Skin Grafts for Injuries Excluding Hand, Intermediate Complexity",0.0,0.0,2.0,27.0,0.071,1.0,,0.5203,1.4784,3.4771,0.2476,0.11,0.065,0.041,0.06,0.075,0.062,0.071,0.071,,,,,,,,,,,,,,,,,,,,,,,PC3106,0,,206021499.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X06B,I,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X07C,"Skin Grafts for Injuries Excluding Hand, Minor Complexity",0.0,0.0,1.0,12.0,0.128,1.0,,,,1.5435,0.2791,0.228,0.065,0.041,0.06,0.075,0.062,0.128,0.128,,,,,,,,,,,,,,,,,,,,,,,PC3107,0,,206021500.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X06C,I,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X40A,"Injuries, Poisoning and Toxic Effects of Drugs with Ventilator Support, Major Complexity",0.0,0.0,1.0,16.0,0.073,1.0,,,,3.1663,0.3256,0.125,0.109,0.041,0.06,0.075,0.062,0.073,0.073,,,,,,,,,,,,,,,,,,,,,,,PC3108,0,,206031113.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X07A,I,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X40B,"Injuries, Poisoning and Toxic Effects of Drugs with Ventilator Support, Minor Complexity",0.0,0.0,1.0,7.0,0.076,1.0,,,,1.8334,0.4616,0.125,0.109,0.041,0.06,0.075,0.062,0.076,0.076,,,,,,,,,,,,,,,,,,,,,,,PC3109,0,,206031115.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X07B,I,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X60A,"Injuries, Major Complexity",1.0,0.0,1.0,13.0,0.086,1.0,0.188,,,1.0569,0.2121,0.13,0.054,0.029,0.03,0.047,0.031,0.031,0.086,,,,,,,,,,,,,,,,,,,,,,,PC3111,0,,206031116.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X07C,I,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X60B,"Injuries, Minor Complexity",0.0,0.0,1.0,4.0,0.148,1.62,,,,0.2182,0.1638,0.243,0.108,0.064,0.059,0.062,0.031,0.031,0.148,,,,,,,,,,,,,,,,,,,,,,,PC3113,0,,206031501.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X40A,I,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X61A,"Allergic Reactions, Major Complexity",0.0,0.0,1.0,5.0,0.107,1.14,,,,0.4512,0.2517,0.168,0.111,0.05,0.048,0.075,0.032,0.031,0.107,,,,,,,,,,,,,,,,,,,,,,,PC3114,0,,206031502.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X40B,I,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X61B,"Allergic Reactions, Minor Complexity",0.0,0.0,1.0,3.0,0.11,1.0,,,,0.1258,0.0941,0.122,0.156,0.095,0.048,0.073,0.032,0.031,0.11,,,,,,,,,,,,,,,,,,,,,,,PC3115,0,,206041117.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X60A,M,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X62A,"Poisoning/Toxic Effects of Drugs and Other Substances, Major Complexity",1.0,0.0,1.0,11.0,0.067,1.16,0.1729,,,1.0939,0.2478,0.103,0.055,0.03,0.045,0.06,0.032,0.031,0.067,,,,,,,,,,,,,,,,,,,,,,,PC3116,0,,206041118.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X60B,M,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X62B,"Poisoning/Toxic Effects of Drugs and Other Substances, Minor Complexity",0.0,0.0,1.0,4.0,0.089,1.29,,,,0.2509,0.1928,0.123,0.065,0.082,0.052,0.056,0.032,0.031,0.089,,,,,,,,,,,,,,,,,,,,,,,PC3121,0,,206041119.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X61A,M,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X63A,"Sequelae of Treatment, Major Complexity",1.0,0.0,1.0,16.0,0.096,1.42,0.2717,,,1.2942,0.1955,0.155,0.07,0.049,0.075,0.041,0.021,0.031,0.096,,,,,,,,,,,,,,,,,,,,,,,PC3122,0,,206041120.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X61B,M,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X63B,"Sequelae of Treatment, Minor Complexity",0.0,0.0,1.0,5.0,0.079,1.34,,,,0.3856,0.1951,0.125,0.082,0.041,0.059,0.04,0.021,0.031,0.079,,,,,,,,,,,,,,,,,,,,,,,PC3123,0,,206041121.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X62A,M,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X64A,"Other Injuries, Poisonings and Toxic Effects, Major Complexity",0.0,0.0,2.0,23.0,0.079,1.09,,0.0,1.0384,2.0768,0.198,0.101,0.054,0.043,0.034,0.043,0.032,0.031,0.079,,,,,,,,,,,,,,,,,,,,,,,PC3124,0,,206041124.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X62B,M,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X64B,"Other Injuries, Poisonings and Toxic Effects, Intermediate Complexity",0.0,0.0,1.0,6.0,0.08,0.94,,,,0.4519,0.2235,0.129,0.054,0.05,0.034,0.043,0.032,0.031,0.08,,,,,,,,,,,,,,,,,,,,,,,PC3125,0,,206041125.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X63A,M,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X64C,"Other Injuries, Poisonings and Toxic Effects, Minor Complexity",0.0,0.0,1.0,4.0,0.126,1.08,,,,0.2422,0.1711,0.224,0.05,0.06,0.034,0.043,0.032,0.031,0.126,,,,,,,,,,,,,,,,,,,,,,,PC3126,0,,206041127.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X63B,M,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y01Z,Ventilation >= 96 Hours or Tracheostomy for Burns or GI for Severe Full Thickness Burns,0.0,0.0,18.0,43.0,0.064,1.0,,3.8078,1.7479,35.2692,0.7935,0.094,0.064,0.038,0.022,0.043,0.064,0.064,0.064,,,,,,,,,,,,,,,,,,,,,,,PC3127,0,,206041503.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X64A,M,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y02A,"Skin Grafts for Other Burns, Major Complexity",0.0,0.0,13.0,30.0,0.054,1.0,,0.9798,0.7648,10.9226,0.4857,0.081,0.054,0.038,0.022,0.04,0.054,0.054,0.054,,,,,,,,,,,,,,,,,,,,,,,PC3128,0,,206041504.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X64B,M,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y02B,"Skin Grafts for Other Burns, Intermediate Complexity",0.0,0.0,2.0,26.0,0.041,1.07,,0.5486,1.9158,4.3802,0.3634,0.081,0.041,0.038,0.022,0.04,0.041,0.041,0.041,,,,,,,,,,,,,,,,,,,,,,,PC3129,0,,206041505.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X64C,M,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y02C,"Skin Grafts for Other Burns, Minor Complexity",0.0,0.0,1.0,9.0,0.053,0.93,,,,1.6088,0.4268,0.147,0.053,0.038,0.022,0.037,0.053,0.053,0.053,,,,,,,,,,,,,,,,,,,,,,,PC3130,0,,206041506.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y01Z,I,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y03A,"Other GIs for Other Burns, Major Complexity",0.0,0.0,1.0,13.0,0.036,1.27,,,,1.5189,0.3507,0.047,0.036,0.033,0.022,0.043,0.036,0.036,0.036,,,,,,,,,,,,,,,,,,,,,,,PC3131,0,,206041507.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02A,I,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y03B,"Other GIs for Other Burns, Minor Complexity",0.0,0.0,1.0,5.0,0.05,1.11,,,,0.6864,0.3556,0.047,0.05,0.042,0.022,0.043,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,PC3132,0,,206041508.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02B,I,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y60Z,"Burns, Transferred to Acute Facility < 5 Days",0.0,0.0,1.0,4.0,0.037,1.0,,,,0.478,,0.055,0.037,0.024,0.037,0.037,0.037,0.037,0.037,,,,,,,,,,,,,,,,,,,,,,,PC3133,0,,206041509.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02C,I,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y61Z,Severe Burns,0.0,0.0,1.0,10.0,0.037,1.0,,,,0.8767,0.3168,0.055,0.037,0.024,0.037,0.037,0.037,0.037,0.037,,,,,,,,,,,,,,,,,,,,,,,PC3134,0,,206041510.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03A,I,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y62A,"Other Burns, Major Complexity",1.0,0.0,1.0,17.0,0.035,1.08,0.2639,,,1.644,0.2974,0.054,0.035,0.021,0.035,0.035,0.035,0.035,0.035,,,,,,,,,,,,,,,,,,,,,,,PC3135,0,,206051128.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03B,I,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y62B,"Other Burns, Minor Complexity",0.0,0.0,1.0,5.0,0.037,1.62,,,,0.3191,0.245,0.058,0.037,0.024,0.037,0.037,0.037,0.037,0.037,,,,,,,,,,,,,,,,,,,,,,,PC3136,0,,206051129.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y60Z,M,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z01A,"Other Contacts with Health Services with GIs, Major Complexity",0.0,0.0,2.0,18.0,0.182,1.07,,0.5404,1.2399,3.0201,0.1954,0.263,0.196,0.149,0.236,0.137,0.182,0.094,0.182,,,,,,,,,,,,,,,,,,,,,,,PC3137,0,,206051130.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y61Z,M,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z01B,"Other Contacts with Health Services with GIs, Minor Complexity",0.0,0.0,1.0,4.0,0.209,1.24,,,,0.6673,0.2433,0.298,0.243,0.149,0.236,0.137,0.209,0.094,0.209,,,,,,,,,,,,,,,,,,,,,,,PC3138,0,,206051134.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y62A,M,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z40Z,Other Contacts with Health Services with Endoscopy,0.0,0.0,1.0,3.0,0.227,2.0,,,,0.2891,0.137,0.328,0.212,0.149,0.26,0.136,0.227,0.094,0.227,,,,,,,,,,,,,,,,,,,,,,,PC3139,1,,206051511.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y62B,M,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z61A,"Signs and Symptoms, Major Complexity",0.0,0.0,2.0,21.0,0.063,1.0,,0.0,0.921,1.8419,0.2092,0.105,0.046,0.03,0.039,0.057,0.158,0.063,0.063,,,,,,,,,,,,,,,,,,,,,,,PC3140,0,,206051512.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z01A,I,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z61B,"Signs and Symptoms, Minor Complexity",1.0,0.0,1.0,11.0,0.1,0.87,0.1856,,,0.6383,0.2119,0.16,0.069,0.063,0.086,0.053,0.158,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,PC3141,0,,206051513.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z01B,I,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z63A,"Other Follow Up After Surgery or Medical Care, Major Complexity",0.0,0.0,2.0,27.0,0.039,1.0,,0.0,1.0787,2.1575,0.2048,0.064,0.043,0.022,0.021,0.077,0.158,0.039,0.039,,,,,,,,,,,,,,,,,,,,,,,PC3142,0,,206051514.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z40Z,I,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z63B,"Other Follow Up After Surgery or Medical Care, Minor Complexity",0.0,0.0,1.0,11.0,0.088,0.8,,,,0.7627,0.1739,0.119,0.043,0.026,0.022,0.077,0.158,0.088,0.088,,,,,,,,,,,,,,,,,,,,,,,PC3143,0,,206061135.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z61A,M,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z64A,"Other Factors Influencing Health Status, Major Complexity",0.0,0.0,1.0,11.0,0.067,1.0,,,,0.6687,0.2219,0.102,0.056,0.046,0.109,0.055,0.264,0.067,0.067,,,,,,,,,,,,,,,,,,,,,,,PC3144,0,,206061136.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z61B,M,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z64B,"Other Factors Influencing Health Status, Minor Complexity",1.0,0.0,1.0,10.0,0.156,1.33,0.2139,,,0.487,0.1898,0.189,0.233,0.091,0.123,0.103,0.292,0.156,0.156,,,,,,,,,,,,,,,,,,,,,,,PC3145,0,,206061138.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z63A,M,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z65Z,"Congenital Malformations, Chromosomal Abnormalities and Problems Arising in the Neonatal Period",0.0,0.0,1.0,5.0,0.088,1.12,,,,0.6522,0.3243,0.129,0.102,0.06,0.065,0.077,0.158,0.088,0.088,,,,,,,,,,,,,,,,,,,,,,,PC3146,0,,206061515.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z63B,M,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z66Z,Sleep Disorders,0.0,0.0,1.0,8.0,0.032,1.51,,,,0.3728,0.1954,0.129,0.102,0.06,0.065,0.004,0.158,0.032,0.032,,,,,,,,,,,,,,,,,,,,,,,PC3147,0,,206061516.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z64A,M,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3148,0,,206071139.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z64B,M,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3149,0,,206071140.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z65Z,M,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3150,0,,206071141.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z66Z,M,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3151,0,,206071142.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3152,0,,206071143.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3153,0,,206071145.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3154,0,,206071517.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3155,0,,206071518.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3156,0,,207011146.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3158,0,,207011147.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3159,0,,207011148.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3160,0,,207011149.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3161,0,,207011150.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3162,0,,207011152.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3163,0,,207011154.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3165,0,,207011155.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3166,0,,207011519.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3167,0,,207011520.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3168,0,,207011521.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3169,0,,207011522.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3170,0,,207021156.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3171,0,,207021157.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3172,0,,207021159.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC3173,0,,207021160.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
