,1,2,3,4,5,6,7,8,9,10,11,12
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.44,0.5946,0.266,0.519,0.7108,0.48,0.3729,0.3485,0.4321,0.4819,0.4545,0.619
2,0.2821,0.5,0.2551,0.4409,0.6556,0.4045,0.2472,0.2614,0.3723,0.4301,0.3529,0.4588
