,1,2,3,4,5,6,7,8,9,10,11,12
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.458,0.556,0.298,0.479,0.699,0.531,0.41,0.412,0.476,0.506,0.439,0.571
2,0.363,0.455,0.286,0.385,0.624,0.453,0.278,0.347,0.421,0.442,0.33,0.414
